"","lx","ly","lz","alt","azi","room","storey","wrap","abs_wall","abs_roof","shgc","u_window","vf","app","wwr_1","t","op","wwr_2","bound_s","bound_e","bound_n","bound_w"
"15",5.955078125,3.740234375,3.81494140625,37.373046875,90,"dorm","floor","sf",0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,"e",0.25048828125,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"16",5.955078125,3.740234375,3.81494140625,37.373046875,90,"dorm","floor","sf",0.55068359375,0.24853515625,0.17646484375,3.34111328125,0.4966796875,"w",0.38857421875,"11","s",0,"outdoors","adiabatic","adiabatic","living"
"17",5.955078125,14.955078125,3.20654296875,59.384765625,180,"dorm","inter","sf",0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,"e",0.38857421875,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"18",8.662109375,3.740234375,3.20654296875,59.384765625,180,"dorm","inter","sf",0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,"e",0.38857421875,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"19",8.662109375,14.955078125,3.81494140625,59.384765625,180,"dorm","inter","sf",0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,"e",0.38857421875,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"20",8.662109375,14.955078125,3.20654296875,37.373046875,180,"dorm","inter","sf",0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,"e",0.38857421875,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"21",8.662109375,14.955078125,3.20654296875,59.384765625,90,"dorm","inter","sf",0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,"e",0.38857421875,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"22",8.662109375,14.955078125,3.20654296875,59.384765625,180,"dorm","inter","sf",0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,"e",0.38857421875,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"23",8.662109375,14.955078125,3.20654296875,59.384765625,180,"dorm","floor","sf",0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,"e",0.38857421875,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"24",8.662109375,14.955078125,3.20654296875,59.384765625,180,"dorm","inter","sf",0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,"e",0.38857421875,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"25",8.662109375,14.955078125,3.20654296875,59.384765625,180,"dorm","inter","sf",0.55068359375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,"e",0.38857421875,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"26",8.662109375,14.955078125,3.20654296875,59.384765625,180,"dorm","inter","sf",0.57802734375,0.24853515625,0.91650390625,2.63212890625,0.9876953125,"e",0.38857421875,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"27",8.662109375,14.955078125,3.20654296875,59.384765625,180,"dorm","inter","sf",0.57802734375,0.60810546875,0.17646484375,2.63212890625,0.9876953125,"e",0.38857421875,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"28",8.662109375,14.955078125,3.20654296875,59.384765625,180,"dorm","inter","sf",0.57802734375,0.60810546875,0.91650390625,3.34111328125,0.9876953125,"e",0.38857421875,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"29",8.662109375,14.955078125,3.20654296875,59.384765625,180,"dorm","inter","sf",0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.4966796875,"e",0.38857421875,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"30",8.662109375,14.955078125,3.20654296875,59.384765625,180,"dorm","inter","sf",0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,"w",0.38857421875,"11","s",0,"outdoors","adiabatic","adiabatic","living"
"31",8.662109375,14.955078125,3.20654296875,59.384765625,180,"dorm","inter","sf",0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,"e",0.25048828125,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"32",8.662109375,14.955078125,3.20654296875,59.384765625,180,"dorm","inter","sf",0.57802734375,0.60810546875,0.91650390625,2.63212890625,0.9876953125,"e",0.38857421875,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"33",14.955078125,12.740234375,2.06494140625,2.373046875,270,"liv","inter","tv",0.20068359375,0.59853515625,0.62646484375,4.99111328125,0.7966796875,"ew",0.60048828125,"11","s",0,"outdoors","living","adiabatic","living"
"34",17.662109375,12.740234375,2.06494140625,2.373046875,270,"liv","inter","tv",0.20068359375,0.59853515625,0.62646484375,4.99111328125,0.7966796875,"ew",0.60048828125,"11","s",0,"outdoors","living","adiabatic","living"
"35",14.955078125,5.955078125,2.06494140625,2.373046875,270,"liv","inter","tv",0.20068359375,0.59853515625,0.62646484375,4.99111328125,0.7966796875,"ew",0.60048828125,"11","s",0,"outdoors","living","adiabatic","living"
"36",14.955078125,12.740234375,4.95654296875,2.373046875,270,"liv","inter","tv",0.20068359375,0.59853515625,0.62646484375,4.99111328125,0.7966796875,"ew",0.60048828125,"11","s",0,"outdoors","living","adiabatic","living"
"37",14.955078125,12.740234375,2.06494140625,24.384765625,270,"liv","inter","tv",0.20068359375,0.59853515625,0.62646484375,4.99111328125,0.7966796875,"ew",0.60048828125,"11","s",0,"outdoors","living","adiabatic","living"
"38",14.955078125,12.740234375,2.06494140625,2.373046875,0,"liv","inter","tv",0.20068359375,0.59853515625,0.62646484375,4.99111328125,0.7966796875,"ew",0.60048828125,"11","s",0,"outdoors","living","adiabatic","living"
"39",14.955078125,12.740234375,2.06494140625,2.373046875,270,"liv","inter","tv",0.20068359375,0.59853515625,0.62646484375,4.99111328125,0.7966796875,"ew",0.60048828125,"11","s",0,"outdoors","living","adiabatic","living"
"40",14.955078125,12.740234375,2.06494140625,2.373046875,270,"liv","floor","tv",0.20068359375,0.59853515625,0.62646484375,4.99111328125,0.7966796875,"ew",0.60048828125,"11","s",0,"outdoors","living","adiabatic","living"
"41",14.955078125,12.740234375,2.06494140625,2.373046875,270,"liv","inter","tv",0.20068359375,0.59853515625,0.62646484375,4.99111328125,0.7966796875,"ew",0.60048828125,"11","s",0,"outdoors","living","adiabatic","living"
"42",14.955078125,12.740234375,2.06494140625,2.373046875,270,"liv","inter","tv",0.22802734375,0.59853515625,0.62646484375,4.99111328125,0.7966796875,"ew",0.60048828125,"11","s",0,"outdoors","living","adiabatic","living"
"43",14.955078125,12.740234375,2.06494140625,2.373046875,270,"liv","inter","tv",0.20068359375,0.25810546875,0.62646484375,4.99111328125,0.7966796875,"ew",0.60048828125,"11","s",0,"outdoors","living","adiabatic","living"
"44",14.955078125,12.740234375,2.06494140625,2.373046875,270,"liv","inter","tv",0.20068359375,0.59853515625,0.46650390625,4.99111328125,0.7966796875,"ew",0.60048828125,"11","s",0,"outdoors","living","adiabatic","living"
"45",14.955078125,12.740234375,2.06494140625,2.373046875,270,"liv","inter","tv",0.20068359375,0.59853515625,0.62646484375,4.28212890625,0.7966796875,"ew",0.60048828125,"11","s",0,"outdoors","living","adiabatic","living"
"46",14.955078125,12.740234375,2.06494140625,2.373046875,270,"liv","inter","tv",0.20068359375,0.59853515625,0.62646484375,4.99111328125,0.6876953125,"ew",0.60048828125,"11","s",0,"outdoors","living","adiabatic","living"
"47",14.955078125,12.740234375,2.06494140625,2.373046875,270,"liv","inter","tv",0.20068359375,0.59853515625,0.62646484375,4.99111328125,0.7966796875,"en",0.60048828125,"11","s",0,"outdoors","living","living","adiabatic"
"48",14.955078125,12.740234375,2.06494140625,2.373046875,270,"liv","inter","tv",0.20068359375,0.59853515625,0.62646484375,4.99111328125,0.7966796875,"ew",0.73857421875,"11","s",0,"outdoors","living","adiabatic","living"
"49",14.955078125,5.955078125,4.95654296875,24.384765625,0,"liv","floor","tv",0.22802734375,0.25810546875,0.46650390625,4.28212890625,0.6876953125,"en",0.73857421875,"11","s",0,"outdoors","living","living","adiabatic"
"50",17.662109375,12.740234375,4.95654296875,24.384765625,0,"liv","floor","tv",0.22802734375,0.25810546875,0.46650390625,4.28212890625,0.6876953125,"en",0.73857421875,"11","s",0,"outdoors","living","living","adiabatic"
"51",17.662109375,5.955078125,2.06494140625,24.384765625,0,"liv","floor","tv",0.22802734375,0.25810546875,0.46650390625,4.28212890625,0.6876953125,"en",0.73857421875,"11","s",0,"outdoors","living","living","adiabatic"
"52",17.662109375,5.955078125,4.95654296875,2.373046875,0,"liv","floor","tv",0.22802734375,0.25810546875,0.46650390625,4.28212890625,0.6876953125,"en",0.73857421875,"11","s",0,"outdoors","living","living","adiabatic"
"53",17.662109375,5.955078125,4.95654296875,24.384765625,270,"liv","floor","tv",0.22802734375,0.25810546875,0.46650390625,4.28212890625,0.6876953125,"en",0.73857421875,"11","s",0,"outdoors","living","living","adiabatic"
"54",17.662109375,5.955078125,4.95654296875,24.384765625,0,"liv","floor","tv",0.22802734375,0.25810546875,0.46650390625,4.28212890625,0.6876953125,"en",0.73857421875,"11","s",0,"outdoors","living","living","adiabatic"
"55",17.662109375,5.955078125,4.95654296875,24.384765625,0,"liv","inter","tv",0.22802734375,0.25810546875,0.46650390625,4.28212890625,0.6876953125,"en",0.73857421875,"11","s",0,"outdoors","living","living","adiabatic"
"56",17.662109375,5.955078125,4.95654296875,24.384765625,0,"liv","floor","tv",0.22802734375,0.25810546875,0.46650390625,4.28212890625,0.6876953125,"en",0.73857421875,"11","s",0,"outdoors","living","living","adiabatic"
"57",17.662109375,5.955078125,4.95654296875,24.384765625,0,"liv","floor","tv",0.20068359375,0.25810546875,0.46650390625,4.28212890625,0.6876953125,"en",0.73857421875,"11","s",0,"outdoors","living","living","adiabatic"
"58",17.662109375,5.955078125,4.95654296875,24.384765625,0,"liv","floor","tv",0.22802734375,0.59853515625,0.46650390625,4.28212890625,0.6876953125,"en",0.73857421875,"11","s",0,"outdoors","living","living","adiabatic"
"59",17.662109375,5.955078125,4.95654296875,24.384765625,0,"liv","floor","tv",0.22802734375,0.25810546875,0.62646484375,4.28212890625,0.6876953125,"en",0.73857421875,"11","s",0,"outdoors","living","living","adiabatic"
"60",17.662109375,5.955078125,4.95654296875,24.384765625,0,"liv","floor","tv",0.22802734375,0.25810546875,0.46650390625,4.99111328125,0.6876953125,"en",0.73857421875,"11","s",0,"outdoors","living","living","adiabatic"
"61",17.662109375,5.955078125,4.95654296875,24.384765625,0,"liv","floor","tv",0.22802734375,0.25810546875,0.46650390625,4.28212890625,0.7966796875,"en",0.73857421875,"11","s",0,"outdoors","living","living","adiabatic"
"62",17.662109375,5.955078125,4.95654296875,24.384765625,0,"liv","floor","tv",0.22802734375,0.25810546875,0.46650390625,4.28212890625,0.6876953125,"ew",0.73857421875,"11","s",0,"outdoors","living","adiabatic","living"
"63",17.662109375,5.955078125,4.95654296875,24.384765625,0,"liv","floor","tv",0.22802734375,0.25810546875,0.46650390625,4.28212890625,0.6876953125,"en",0.60048828125,"11","s",0,"outdoors","living","living","adiabatic"
"64",17.662109375,5.955078125,4.95654296875,24.384765625,0,"liv","floor","tv",0.22802734375,0.25810546875,0.46650390625,4.28212890625,0.6876953125,"en",0.73857421875,"11","s",0,"outdoors","living","living","adiabatic"
"65",19.455078125,8.240234375,4.68994140625,54.873046875,180,"liv","floor","c10",0.37568359375,0.77353515625,0.85146484375,4.16611328125,0.6466796875,"e",0.77548828125,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"66",4.162109375,8.240234375,4.68994140625,54.873046875,180,"liv","floor","c10",0.37568359375,0.77353515625,0.85146484375,4.16611328125,0.6466796875,"e",0.77548828125,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"67",19.455078125,10.455078125,4.68994140625,54.873046875,180,"liv","floor","c10",0.37568359375,0.77353515625,0.85146484375,4.16611328125,0.6466796875,"e",0.77548828125,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"68",19.455078125,8.240234375,2.33154296875,54.873046875,180,"liv","floor","c10",0.37568359375,0.77353515625,0.85146484375,4.16611328125,0.6466796875,"e",0.77548828125,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"69",19.455078125,8.240234375,4.68994140625,6.884765625,180,"liv","floor","c10",0.37568359375,0.77353515625,0.85146484375,4.16611328125,0.6466796875,"e",0.77548828125,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"70",19.455078125,8.240234375,4.68994140625,54.873046875,270,"liv","floor","c10",0.37568359375,0.77353515625,0.85146484375,4.16611328125,0.6466796875,"e",0.77548828125,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"71",19.455078125,8.240234375,4.68994140625,54.873046875,180,"dorm","floor","c10",0.37568359375,0.77353515625,0.85146484375,4.16611328125,0.6466796875,"e",0.77548828125,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"72",19.455078125,8.240234375,4.68994140625,54.873046875,180,"liv","floor","c10",0.37568359375,0.77353515625,0.85146484375,4.16611328125,0.6466796875,"e",0.77548828125,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"73",19.455078125,8.240234375,4.68994140625,54.873046875,180,"liv","floor","sf",0.37568359375,0.77353515625,0.85146484375,4.16611328125,0.6466796875,"e",0.77548828125,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"74",19.455078125,8.240234375,4.68994140625,54.873046875,180,"liv","floor","c10",0.75302734375,0.77353515625,0.85146484375,4.16611328125,0.6466796875,"e",0.77548828125,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"75",19.455078125,8.240234375,4.68994140625,54.873046875,180,"liv","floor","c10",0.37568359375,0.78310546875,0.85146484375,4.16611328125,0.6466796875,"e",0.77548828125,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"76",19.455078125,8.240234375,4.68994140625,54.873046875,180,"liv","floor","c10",0.37568359375,0.77353515625,0.24150390625,4.16611328125,0.6466796875,"e",0.77548828125,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"77",19.455078125,8.240234375,4.68994140625,54.873046875,180,"liv","floor","c10",0.37568359375,0.77353515625,0.85146484375,3.45712890625,0.6466796875,"e",0.77548828125,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"78",19.455078125,8.240234375,4.68994140625,54.873046875,180,"liv","floor","c10",0.37568359375,0.77353515625,0.85146484375,4.16611328125,0.5376953125,"e",0.77548828125,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"79",19.455078125,8.240234375,4.68994140625,54.873046875,180,"liv","floor","c10",0.37568359375,0.77353515625,0.85146484375,4.16611328125,0.6466796875,"n",0.77548828125,"11","s",0,"outdoors","adiabatic","living","adiabatic"
"80",19.455078125,8.240234375,4.68994140625,54.873046875,180,"liv","floor","c10",0.37568359375,0.77353515625,0.85146484375,4.16611328125,0.6466796875,"e",0.56357421875,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"81",19.455078125,10.455078125,2.33154296875,6.884765625,270,"dorm","floor","sf",0.75302734375,0.78310546875,0.24150390625,3.45712890625,0.5376953125,"n",0.56357421875,"11","s",0,"outdoors","adiabatic","living","adiabatic"
"82",4.162109375,8.240234375,2.33154296875,6.884765625,270,"dorm","floor","sf",0.75302734375,0.78310546875,0.24150390625,3.45712890625,0.5376953125,"n",0.56357421875,"11","s",0,"outdoors","adiabatic","living","adiabatic"
"83",4.162109375,10.455078125,4.68994140625,6.884765625,270,"dorm","floor","sf",0.75302734375,0.78310546875,0.24150390625,3.45712890625,0.5376953125,"n",0.56357421875,"11","s",0,"outdoors","adiabatic","living","adiabatic"
"84",4.162109375,10.455078125,2.33154296875,54.873046875,270,"dorm","floor","sf",0.75302734375,0.78310546875,0.24150390625,3.45712890625,0.5376953125,"n",0.56357421875,"11","s",0,"outdoors","adiabatic","living","adiabatic"
"85",4.162109375,10.455078125,2.33154296875,6.884765625,180,"dorm","floor","sf",0.75302734375,0.78310546875,0.24150390625,3.45712890625,0.5376953125,"n",0.56357421875,"11","s",0,"outdoors","adiabatic","living","adiabatic"
"86",4.162109375,10.455078125,2.33154296875,6.884765625,270,"liv","floor","sf",0.75302734375,0.78310546875,0.24150390625,3.45712890625,0.5376953125,"n",0.56357421875,"11","s",0,"outdoors","adiabatic","living","adiabatic"
"87",4.162109375,10.455078125,2.33154296875,6.884765625,270,"dorm","floor","sf",0.75302734375,0.78310546875,0.24150390625,3.45712890625,0.5376953125,"n",0.56357421875,"11","s",0,"outdoors","adiabatic","living","adiabatic"
"88",4.162109375,10.455078125,2.33154296875,6.884765625,270,"dorm","floor","c10",0.75302734375,0.78310546875,0.24150390625,3.45712890625,0.5376953125,"n",0.56357421875,"11","s",0,"outdoors","adiabatic","living","adiabatic"
"89",4.162109375,10.455078125,2.33154296875,6.884765625,270,"dorm","floor","sf",0.37568359375,0.78310546875,0.24150390625,3.45712890625,0.5376953125,"n",0.56357421875,"11","s",0,"outdoors","adiabatic","living","adiabatic"
"90",4.162109375,10.455078125,2.33154296875,6.884765625,270,"dorm","floor","sf",0.75302734375,0.77353515625,0.24150390625,3.45712890625,0.5376953125,"n",0.56357421875,"11","s",0,"outdoors","adiabatic","living","adiabatic"
"91",4.162109375,10.455078125,2.33154296875,6.884765625,270,"dorm","floor","sf",0.75302734375,0.78310546875,0.85146484375,3.45712890625,0.5376953125,"n",0.56357421875,"11","s",0,"outdoors","adiabatic","living","adiabatic"
"92",4.162109375,10.455078125,2.33154296875,6.884765625,270,"dorm","floor","sf",0.75302734375,0.78310546875,0.24150390625,4.16611328125,0.5376953125,"n",0.56357421875,"11","s",0,"outdoors","adiabatic","living","adiabatic"
"93",4.162109375,10.455078125,2.33154296875,6.884765625,270,"dorm","floor","sf",0.75302734375,0.78310546875,0.24150390625,3.45712890625,0.6466796875,"n",0.56357421875,"11","s",0,"outdoors","adiabatic","living","adiabatic"
"94",4.162109375,10.455078125,2.33154296875,6.884765625,270,"dorm","floor","sf",0.75302734375,0.78310546875,0.24150390625,3.45712890625,0.5376953125,"e",0.56357421875,"11","s",0,"outdoors","living","adiabatic","adiabatic"
"95",4.162109375,10.455078125,2.33154296875,6.884765625,270,"dorm","floor","sf",0.75302734375,0.78310546875,0.24150390625,3.45712890625,0.5376953125,"n",0.77548828125,"11","s",0,"outdoors","adiabatic","living","adiabatic"
"96",4.162109375,10.455078125,2.33154296875,6.884765625,270,"dorm","floor","sf",0.75302734375,0.78310546875,0.24150390625,3.45712890625,0.5376953125,"n",0.56357421875,"11","s",0,"outdoors","adiabatic","living","adiabatic"
"97",10.455078125,17.240234375,2.93994140625,19.873046875,0,"dorm","roof","tv",0.72568359375,0.42353515625,0.40146484375,2.51611328125,0.9466796875,"en",0.42548828125,"11","s",0,"outdoors","living","living","adiabatic"
"98",13.162109375,17.240234375,2.93994140625,19.873046875,0,"dorm","roof","tv",0.72568359375,0.42353515625,0.40146484375,2.51611328125,0.9466796875,"en",0.42548828125,"11","s",0,"outdoors","living","living","adiabatic"
"99",10.455078125,19.455078125,2.93994140625,19.873046875,0,"dorm","roof","tv",0.72568359375,0.42353515625,0.40146484375,2.51611328125,0.9466796875,"en",0.42548828125,"11","s",0,"outdoors","living","living","adiabatic"
"100",10.455078125,17.240234375,4.08154296875,19.873046875,0,"dorm","roof","tv",0.72568359375,0.42353515625,0.40146484375,2.51611328125,0.9466796875,"en",0.42548828125,"11","s",0,"outdoors","living","living","adiabatic"
"101",10.455078125,17.240234375,2.93994140625,41.884765625,0,"dorm","roof","tv",0.72568359375,0.42353515625,0.40146484375,2.51611328125,0.9466796875,"en",0.42548828125,"11","s",0,"outdoors","living","living","adiabatic"
"102",10.455078125,17.240234375,2.93994140625,19.873046875,90,"dorm","roof","tv",0.72568359375,0.42353515625,0.40146484375,2.51611328125,0.9466796875,"en",0.42548828125,"11","s",0,"outdoors","living","living","adiabatic"
"103",10.455078125,17.240234375,2.93994140625,19.873046875,0,"liv","roof","tv",0.72568359375,0.42353515625,0.40146484375,2.51611328125,0.9466796875,"en",0.42548828125,"11","s",0,"outdoors","living","living","adiabatic"
"104",10.455078125,17.240234375,2.93994140625,19.873046875,0,"dorm","roof","tv",0.72568359375,0.42353515625,0.40146484375,2.51611328125,0.9466796875,"en",0.42548828125,"11","s",0,"outdoors","living","living","adiabatic"
"105",10.455078125,17.240234375,2.93994140625,19.873046875,0,"dorm","roof","c10",0.72568359375,0.42353515625,0.40146484375,2.51611328125,0.9466796875,"en",0.42548828125,"11","s",0,"outdoors","living","living","adiabatic"
"106",10.455078125,17.240234375,2.93994140625,19.873046875,0,"dorm","roof","tv",0.40302734375,0.42353515625,0.40146484375,2.51611328125,0.9466796875,"en",0.42548828125,"11","s",0,"outdoors","living","living","adiabatic"
"107",10.455078125,17.240234375,2.93994140625,19.873046875,0,"dorm","roof","tv",0.72568359375,0.43310546875,0.40146484375,2.51611328125,0.9466796875,"en",0.42548828125,"11","s",0,"outdoors","living","living","adiabatic"
"108",10.455078125,17.240234375,2.93994140625,19.873046875,0,"dorm","roof","tv",0.72568359375,0.42353515625,0.69150390625,2.51611328125,0.9466796875,"en",0.42548828125,"11","s",0,"outdoors","living","living","adiabatic"
"109",10.455078125,17.240234375,2.93994140625,19.873046875,0,"dorm","roof","tv",0.72568359375,0.42353515625,0.40146484375,5.10712890625,0.9466796875,"en",0.42548828125,"11","s",0,"outdoors","living","living","adiabatic"
"110",10.455078125,17.240234375,2.93994140625,19.873046875,0,"dorm","roof","tv",0.72568359375,0.42353515625,0.40146484375,2.51611328125,0.8376953125,"en",0.42548828125,"11","s",0,"outdoors","living","living","adiabatic"
"111",10.455078125,17.240234375,2.93994140625,19.873046875,0,"dorm","roof","tv",0.72568359375,0.42353515625,0.40146484375,2.51611328125,0.9466796875,"nw",0.42548828125,"11","s",0,"outdoors","adiabatic","living","living"
"112",10.455078125,17.240234375,2.93994140625,19.873046875,0,"dorm","roof","tv",0.72568359375,0.42353515625,0.40146484375,2.51611328125,0.9466796875,"en",0.21357421875,"11","s",0,"outdoors","living","living","adiabatic"
"113",10.455078125,19.455078125,4.08154296875,41.884765625,90,"liv","roof","c10",0.40302734375,0.43310546875,0.69150390625,5.10712890625,0.8376953125,"nw",0.21357421875,"11","s",0,"outdoors","adiabatic","living","living"
"114",13.162109375,17.240234375,4.08154296875,41.884765625,90,"liv","roof","c10",0.40302734375,0.43310546875,0.69150390625,5.10712890625,0.8376953125,"nw",0.21357421875,"11","s",0,"outdoors","adiabatic","living","living"
"115",13.162109375,19.455078125,2.93994140625,41.884765625,90,"liv","roof","c10",0.40302734375,0.43310546875,0.69150390625,5.10712890625,0.8376953125,"nw",0.21357421875,"11","s",0,"outdoors","adiabatic","living","living"
"116",13.162109375,19.455078125,4.08154296875,19.873046875,90,"liv","roof","c10",0.40302734375,0.43310546875,0.69150390625,5.10712890625,0.8376953125,"nw",0.21357421875,"11","s",0,"outdoors","adiabatic","living","living"
"117",13.162109375,19.455078125,4.08154296875,41.884765625,0,"liv","roof","c10",0.40302734375,0.43310546875,0.69150390625,5.10712890625,0.8376953125,"nw",0.21357421875,"11","s",0,"outdoors","adiabatic","living","living"
"118",13.162109375,19.455078125,4.08154296875,41.884765625,90,"dorm","roof","c10",0.40302734375,0.43310546875,0.69150390625,5.10712890625,0.8376953125,"nw",0.21357421875,"11","s",0,"outdoors","adiabatic","living","living"
"119",13.162109375,19.455078125,4.08154296875,41.884765625,90,"liv","roof","c10",0.40302734375,0.43310546875,0.69150390625,5.10712890625,0.8376953125,"nw",0.21357421875,"11","s",0,"outdoors","adiabatic","living","living"
"120",13.162109375,19.455078125,4.08154296875,41.884765625,90,"liv","roof","tv",0.40302734375,0.43310546875,0.69150390625,5.10712890625,0.8376953125,"nw",0.21357421875,"11","s",0,"outdoors","adiabatic","living","living"
"121",13.162109375,19.455078125,4.08154296875,41.884765625,90,"liv","roof","c10",0.72568359375,0.43310546875,0.69150390625,5.10712890625,0.8376953125,"nw",0.21357421875,"11","s",0,"outdoors","adiabatic","living","living"
"122",13.162109375,19.455078125,4.08154296875,41.884765625,90,"liv","roof","c10",0.40302734375,0.42353515625,0.69150390625,5.10712890625,0.8376953125,"nw",0.21357421875,"11","s",0,"outdoors","adiabatic","living","living"
"123",13.162109375,19.455078125,4.08154296875,41.884765625,90,"liv","roof","c10",0.40302734375,0.43310546875,0.40146484375,5.10712890625,0.8376953125,"nw",0.21357421875,"11","s",0,"outdoors","adiabatic","living","living"
