"","liv","dorm"
"201",0,0
"202",0,0
"203",0,0
"204",0,0
"205",0,0
"206",0,0
"207",0,0
"208",0,0
"209",0,0
"210",0,0
"211",0,0
"212",0,0
"213",0,0
"214",0,0
"215",0,0
"216",0,0
"217",0,0
"218",0,0
"219",0,0
"220",0,0
"221",0,0
"222",0,0
"223",0,0
"224",0,0
"225",0,0
"226",0,0
"227",0,0
"228",0,0
"229",2,0
"230",2,0
"231",2,0
"232",2,0
"233",2,0
"234",2,0
"235",2,0
"236",2,0
"237",2,0
"238",2,0
"239",2,0
"240",2,0
"241",2,0
"242",2,0
"243",2,0
"244",2,0
"245",2,0
"246",2,0
"247",2,0
"248",2,0
"249",2,0
"250",2,0
"251",2,0
"252",2,0
"253",4,0
"254",4,0
"255",4,0
"256",4,0
"257",4,0
"258",4,0
"259",4,0
"260",4,0
"261",4,0
"262",4,0
"263",4,0
"264",4,0
"265",4,0
"266",4,0
"267",4,0
"268",4,0
"269",4,0
"270",4,0
"271",4,0
"272",4,0
"273",4,0
"274",4,0
"275",4,0
"276",4,0
"277",0,2
"278",0,2
"279",0,2
"280",0,2
"281",0,2
"282",0,2
"283",0,2
"284",0,2
"285",0,2
"286",0,2
"287",0,2
"288",0,2
"289",0,2
"290",0,2
"291",0,2
"292",0,2
"293",0,2
"294",0,2
"295",0,2
"296",0,2
"297",0,2
"298",0,2
"299",0,2
"300",0,2
"301",0,2
"302",0,2
"303",0,2
"304",0,2
"305",0,2
"306",0,2
"307",0,2
"308",0,2
"309",0,2
"310",0,2
"311",0,2
"312",0,2
"313",0,2
"314",0,2
"315",0,2
"316",0,2
"317",0,2
"318",0,2
"319",0,2
"320",0,2
"321",0,2
"322",0,2
"323",0,2
"324",0,2
"325",0,2
"326",0,2
"327",0,2
"328",0,2
"329",0,2
"330",0,2
"331",0,2
"332",0,2
"333",0,2
"334",0,2
"335",0,2
"336",0,2
"337",0,0
"338",0,0
"339",0,0
"340",0,0
"341",0,0
"342",0,0
"343",0,0
"344",0,0
"345",0,0
"346",0,0
"347",0,0
"348",0,0
"349",0,0
"350",0,0
"351",0,0
"352",0,0
"353",0,0
"354",0,0
"355",0,0
"356",0,0
"357",0,0
"358",0,0
"359",0,0
"360",0,0
"361",0,0
"362",0,0
"363",0,0
"364",0,0
"365",0,0
"366",0,0
"367",0,0
"368",0,0
"369",0,0
"370",0,0
"371",0,0
"372",0,0
"373",2,0
"374",2,0
"375",2,0
"376",2,0
"377",2,0
"378",2,0
"379",2,0
"380",2,0
"381",2,0
"382",2,0
"383",2,0
"384",2,0
"385",2,0
"386",2,0
"387",2,0
"388",2,0
"389",2,0
"390",2,0
"391",2,0
"392",2,0
"393",2,0
"394",2,0
"395",2,0
"396",2,0
"397",4,0
"398",4,0
"399",4,0
"400",4,0
"401",4,0
"402",4,0
"403",4,0
"404",4,0
"405",4,0
"406",4,0
"407",4,0
"408",4,0
"409",4,0
"410",4,0
"411",4,0
"412",4,0
"413",4,0
"414",4,0
"415",4,0
"416",4,0
"417",4,0
"418",4,0
"419",4,0
"420",4,0
"421",0,2
"422",0,2
"423",0,2
"424",0,2
"425",0,2
"426",0,2
"427",0,2
"428",0,2
"429",0,2
"430",0,2
"431",0,2
"432",0,2
"433",0,2
"434",0,2
"435",0,2
"436",0,2
"437",0,2
"438",0,2
"439",0,2
"440",0,2
"441",0,2
"442",0,2
"443",0,2
"444",0,2
"445",0,2
"446",0,2
"447",0,2
"448",0,2
"449",0,2
"450",0,2
"451",0,2
"452",0,2
"453",0,2
"454",0,2
"455",0,2
"456",0,2
"457",0,2
"458",0,2
"459",0,2
"460",0,2
"461",0,2
"462",0,2
"463",0,2
"464",0,2
"465",0,2
"466",0,2
"467",0,2
"468",0,2
"469",0,2
"470",0,2
"471",0,2
"472",0,2
"473",0,2
"474",0,2
"475",0,2
"476",0,2
"477",0,2
"478",0,2
"479",0,2
"480",0,2
"481",0,0
"482",0,0
"483",0,0
"484",0,0
"485",0,0
"486",0,0
"487",0,0
"488",0,0
"489",0,0
"490",0,0
"491",0,0
"492",0,0
"493",0,0
"494",0,0
"495",0,0
"496",0,0
"497",0,0
"498",0,0
"499",0,0
"500",0,0
"501",0,0
"502",0,0
"503",0,0
"504",0,0
"505",0,0
"506",0,0
"507",0,0
"508",0,0
"509",0,0
"510",0,0
"511",0,0
"512",0,0
"513",0,0
"514",0,0
"515",0,0
"516",0,0
"517",2,0
"518",2,0
"519",2,0
"520",2,0
"521",2,0
"522",2,0
"523",2,0
"524",2,0
"525",2,0
"526",2,0
"527",2,0
"528",2,0
"529",2,0
"530",2,0
"531",2,0
"532",2,0
"533",2,0
"534",2,0
"535",2,0
"536",2,0
"537",2,0
"538",2,0
"539",2,0
"540",2,0
"541",4,0
"542",4,0
"543",4,0
"544",4,0
"545",4,0
"546",4,0
"547",4,0
"548",4,0
"549",4,0
"550",4,0
"551",4,0
"552",4,0
"553",4,0
"554",4,0
"555",4,0
"556",4,0
"557",4,0
"558",4,0
"559",4,0
"560",4,0
"561",4,0
"562",4,0
"563",4,0
"564",4,0
"565",0,2
"566",0,2
"567",0,2
"568",0,2
"569",0,2
"570",0,2
"571",0,2
"572",0,2
"573",0,2
"574",0,2
"575",0,2
"576",0,2
"577",0,2
"578",0,2
"579",0,2
"580",0,2
"581",0,2
"582",0,2
"583",0,2
"584",0,2
"585",0,2
"586",0,2
"587",0,2
"588",0,2
"589",0,2
"590",0,2
"591",0,2
"592",0,2
"593",0,2
"594",0,2
"595",0,2
"596",0,2
"597",0,2
"598",0,2
"599",0,2
"600",0,2
"601",0,2
"602",0,2
"603",0,2
"604",0,2
"605",0,2
"606",0,2
"607",0,2
"608",0,2
"609",0,2
"610",0,2
"611",0,2
"612",0,2
"613",0,2
"614",0,2
"615",0,2
"616",0,2
"617",0,2
"618",0,2
"619",0,2
"620",0,2
"621",0,2
"622",0,2
"623",0,2
"624",0,2
"625",0,0
"626",0,0
"627",0,0
"628",0,0
"629",0,0
"630",0,0
"631",0,0
"632",0,0
"633",0,0
"634",0,0
"635",0,0
"636",0,0
"637",0,0
"638",0,0
"639",0,0
"640",0,0
"641",0,0
"642",0,0
"643",0,0
"644",0,0
"645",0,0
"646",0,0
"647",0,0
"648",0,0
"649",0,0
"650",0,0
"651",0,0
"652",0,0
"653",0,0
"654",0,0
"655",0,0
"656",0,0
"657",0,0
"658",0,0
"659",0,0
"660",0,0
"661",2,0
"662",2,0
"663",2,0
"664",2,0
"665",2,0
"666",2,0
"667",2,0
"668",2,0
"669",2,0
"670",2,0
"671",2,0
"672",2,0
"673",2,0
"674",2,0
"675",2,0
"676",2,0
"677",2,0
"678",2,0
"679",2,0
"680",2,0
"681",2,0
"682",2,0
"683",2,0
"684",2,0
"685",4,0
"686",4,0
"687",4,0
"688",4,0
"689",4,0
"690",4,0
"691",4,0
"692",4,0
"693",4,0
"694",4,0
"695",4,0
"696",4,0
"697",4,0
"698",4,0
"699",4,0
"700",4,0
"701",4,0
"702",4,0
"703",4,0
"704",4,0
"705",4,0
"706",4,0
"707",4,0
"708",4,0
"709",0,2
"710",0,2
"711",0,2
"712",0,2
"713",0,2
"714",0,2
"715",0,2
"716",0,2
"717",0,2
"718",0,2
"719",0,2
"720",0,2
"721",0,2
"722",0,2
"723",0,2
"724",0,2
"725",0,2
"726",0,2
"727",0,2
"728",0,2
"729",0,2
"730",0,2
"731",0,2
"732",0,2
"733",0,2
"734",0,2
"735",0,2
"736",0,2
"737",0,2
"738",0,2
"739",0,2
"740",0,2
"741",0,2
"742",0,2
"743",0,2
"744",0,2
"745",0,2
"746",0,2
"747",0,2
"748",0,2
"749",0,2
"750",0,2
"751",0,2
"752",0,2
"753",0,2
"754",0,2
"755",0,2
"756",0,2
"757",0,2
"758",0,2
"759",0,2
"760",0,2
"761",0,2
"762",0,2
"763",0,2
"764",0,2
"765",0,2
"766",0,2
"767",0,2
"768",0,2
"769",0,0
"770",0,0
"771",0,0
"772",0,0
"773",0,0
"774",0,0
"775",0,0
"776",0,0
"777",0,0
"778",0,0
"779",0,0
"780",0,0
"781",0,0
"782",0,0
"783",0,0
"784",0,0
"785",0,0
"786",0,0
"787",0,0
"788",0,0
"789",0,0
"790",0,0
"791",0,0
"792",0,0
"793",0,0
"794",0,0
"795",0,0
"796",0,0
"797",0,0
"798",0,0
"799",0,0
"800",0,0
"801",0,0
"802",0,0
"803",0,0
"804",0,0
"805",2,0
"806",2,0
"807",2,0
"808",2,0
"809",2,0
"810",2,0
"811",2,0
"812",2,0
"813",2,0
"814",2,0
"815",2,0
"816",2,0
"817",2,0
"818",2,0
"819",2,0
"820",2,0
"821",2,0
"822",2,0
"823",2,0
"824",2,0
"825",2,0
"826",2,0
"827",2,0
"828",2,0
"829",4,0
"830",4,0
"831",4,0
"832",4,0
"833",4,0
"834",4,0
"835",4,0
"836",4,0
"837",4,0
"838",4,0
"839",4,0
"840",4,0
"841",4,0
"842",4,0
"843",4,0
"844",4,0
"845",4,0
"846",4,0
"847",4,0
"848",4,0
"849",4,0
"850",4,0
"851",4,0
"852",4,0
"853",0,2
"854",0,2
"855",0,2
"856",0,2
"857",0,2
"858",0,2
"859",0,2
"860",0,2
"861",0,2
"862",0,2
"863",0,2
"864",0,2
"865",0,2
"866",0,2
"867",0,2
"868",0,2
"869",0,2
"870",0,2
"871",0,2
"872",0,2
"873",0,2
"874",0,2
"875",0,2
"876",0,2
"877",0,2
"878",0,2
"879",0,2
"880",0,2
"881",0,2
"882",0,2
"883",0,2
"884",0,2
"885",0,2
"886",0,2
"887",0,2
"888",0,2
"889",0,2
"890",0,2
"891",0,2
"892",0,2
"893",0,2
"894",0,2
"895",0,2
"896",0,2
"897",0,2
"898",0,2
"899",0,2
"900",0,2
"901",0,2
"902",0,2
"903",0,2
"904",0,2
"905",0,2
"906",0,2
"907",0,2
"908",0,2
"909",0,2
"910",0,2
"911",0,2
"912",0,2
"913",0,0
"914",0,0
"915",0,0
"916",0,0
"917",0,0
"918",0,0
"919",0,0
"920",0,0
"921",0,0
"922",0,0
"923",0,0
"924",0,0
"925",0,0
"926",0,0
"927",0,0
"928",0,0
"929",0,0
"930",0,0
"931",0,0
"932",0,0
"933",0,0
"934",0,0
"935",0,0
"936",0,0
"937",0,0
"938",0,0
"939",0,0
"940",0,0
"941",0,0
"942",0,0
"943",0,0
"944",0,0
"945",0,0
"946",0,0
"947",0,0
"948",0,0
"949",2,0
"950",2,0
"951",2,0
"952",2,0
"953",2,0
"954",2,0
"955",2,0
"956",2,0
"957",2,0
"958",2,0
"959",2,0
"960",2,0
"961",2,0
"962",2,0
"963",2,0
"964",2,0
"965",2,0
"966",2,0
"967",2,0
"968",2,0
"969",2,0
"970",2,0
"971",2,0
"972",2,0
"973",4,0
"974",4,0
"975",4,0
"976",4,0
"977",4,0
"978",4,0
"979",4,0
"980",4,0
"981",4,0
"982",4,0
"983",4,0
"984",4,0
"985",4,0
"986",4,0
"987",4,0
"988",4,0
"989",4,0
"990",4,0
"991",4,0
"992",4,0
"993",4,0
"994",4,0
"995",4,0
"996",4,0
"997",0,2
"998",0,2
"999",0,2
"1000",0,2
"1001",0,2
"1002",0,2
"1003",0,2
"1004",0,2
"1005",0,2
"1006",0,2
"1007",0,2
"1008",0,2
"1009",0,2
"1010",0,2
"1011",0,2
"1012",0,2
"1013",0,2
"1014",0,2
"1015",0,2
"1016",0,2
"1017",0,2
"1018",0,2
"1019",0,2
"1020",0,2
"1021",0,2
"1022",0,2
"1023",0,2
"1024",0,2
"1025",0,2
"1026",0,2
"1027",0,2
"1028",0,2
"1029",0,2
"1030",0,2
"1031",0,2
"1032",0,2
"1033",0,2
"1034",0,2
"1035",0,2
"1036",0,2
"1037",0,2
"1038",0,2
"1039",0,2
"1040",0,2
"1041",0,2
"1042",0,2
"1043",0,2
"1044",0,2
"1045",0,2
"1046",0,2
"1047",0,2
"1048",0,2
"1049",0,2
"1050",0,2
"1051",0,2
"1052",0,2
"1053",0,2
"1054",0,2
"1055",0,2
"1056",0,2
"1057",0,0
"1058",0,0
"1059",0,0
"1060",0,0
"1061",0,0
"1062",0,0
"1063",0,0
"1064",0,0
"1065",0,0
"1066",0,0
"1067",0,0
"1068",0,0
"1069",0,0
"1070",0,0
"1071",0,0
"1072",0,0
"1073",0,0
"1074",0,0
"1075",0,0
"1076",0,0
"1077",0,0
"1078",0,0
"1079",0,0
"1080",0,0
"1081",0,0
"1082",0,0
"1083",0,0
"1084",0,0
"1085",0,0
"1086",0,0
"1087",0,0
"1088",0,0
"1089",0,0
"1090",0,0
"1091",0,0
"1092",0,0
"1093",2,0
"1094",2,0
"1095",2,0
"1096",2,0
"1097",2,0
"1098",2,0
"1099",2,0
"1100",2,0
"1101",2,0
"1102",2,0
"1103",2,0
"1104",2,0
"1105",2,0
"1106",2,0
"1107",2,0
"1108",2,0
"1109",2,0
"1110",2,0
"1111",2,0
"1112",2,0
"1113",2,0
"1114",2,0
"1115",2,0
"1116",2,0
"1117",4,0
"1118",4,0
"1119",4,0
"1120",4,0
"1121",4,0
"1122",4,0
"1123",4,0
"1124",4,0
"1125",4,0
"1126",4,0
"1127",4,0
"1128",4,0
"1129",4,0
"1130",4,0
"1131",4,0
"1132",4,0
"1133",4,0
"1134",4,0
"1135",4,0
"1136",4,0
"1137",4,0
"1138",4,0
"1139",4,0
"1140",4,0
"1141",0,2
"1142",0,2
"1143",0,2
"1144",0,2
"1145",0,2
"1146",0,2
"1147",0,2
"1148",0,2
"1149",0,2
"1150",0,2
"1151",0,2
"1152",0,2
"1153",0,2
"1154",0,2
"1155",0,2
"1156",0,2
"1157",0,2
"1158",0,2
"1159",0,2
"1160",0,2
"1161",0,2
"1162",0,2
"1163",0,2
"1164",0,2
"1165",0,2
"1166",0,2
"1167",0,2
"1168",0,2
"1169",0,2
"1170",0,2
"1171",0,2
"1172",0,2
"1173",0,2
"1174",0,2
"1175",0,2
"1176",0,2
"1177",0,2
"1178",0,2
"1179",0,2
"1180",0,2
"1181",0,2
"1182",0,2
"1183",0,2
"1184",0,2
"1185",0,2
"1186",0,2
"1187",0,2
"1188",0,2
"1189",0,2
"1190",0,2
"1191",0,2
"1192",0,2
"1193",0,2
"1194",0,2
"1195",0,2
"1196",0,2
"1197",0,2
"1198",0,2
"1199",0,2
"1200",0,2
"1201",0,0
"1202",0,0
"1203",0,0
"1204",0,0
"1205",0,0
"1206",0,0
"1207",0,0
"1208",0,0
"1209",0,0
"1210",0,0
"1211",0,0
"1212",0,0
"1213",0,0
"1214",0,0
"1215",0,0
"1216",0,0
"1217",0,0
"1218",0,0
"1219",0,0
"1220",0,0
"1221",0,0
"1222",0,0
"1223",0,0
"1224",0,0
"1225",0,0
"1226",0,0
"1227",0,0
"1228",0,0
"1229",0,0
"1230",0,0
"1231",0,0
"1232",0,0
"1233",0,0
"1234",0,0
"1235",0,0
"1236",0,0
"1237",2,0
"1238",2,0
"1239",2,0
"1240",2,0
"1241",2,0
"1242",2,0
"1243",2,0
"1244",2,0
"1245",2,0
"1246",2,0
"1247",2,0
"1248",2,0
"1249",2,0
"1250",2,0
"1251",2,0
"1252",2,0
"1253",2,0
"1254",2,0
"1255",2,0
"1256",2,0
"1257",2,0
"1258",2,0
"1259",2,0
"1260",2,0
"1261",4,0
"1262",4,0
"1263",4,0
"1264",4,0
"1265",4,0
"1266",4,0
"1267",4,0
"1268",4,0
"1269",4,0
"1270",4,0
"1271",4,0
"1272",4,0
"1273",4,0
"1274",4,0
"1275",4,0
"1276",4,0
"1277",4,0
"1278",4,0
"1279",4,0
"1280",4,0
"1281",4,0
"1282",4,0
"1283",4,0
"1284",4,0
"1285",0,2
"1286",0,2
"1287",0,2
"1288",0,2
"1289",0,2
"1290",0,2
"1291",0,2
"1292",0,2
"1293",0,2
"1294",0,2
"1295",0,2
"1296",0,2
"1297",0,2
"1298",0,2
"1299",0,2
"1300",0,2
"1301",0,2
"1302",0,2
"1303",0,2
"1304",0,2
"1305",0,2
"1306",0,2
"1307",0,2
"1308",0,2
"1309",0,2
"1310",0,2
"1311",0,2
"1312",0,2
"1313",0,2
"1314",0,2
"1315",0,2
"1316",0,2
"1317",0,2
"1318",0,2
"1319",0,2
"1320",0,2
"1321",0,2
"1322",0,2
"1323",0,2
"1324",0,2
"1325",0,2
"1326",0,2
"1327",0,2
"1328",0,2
"1329",0,2
"1330",0,2
"1331",0,2
"1332",0,2
"1333",0,2
"1334",0,2
"1335",0,2
"1336",0,2
"1337",0,2
"1338",0,2
"1339",0,2
"1340",0,2
"1341",0,2
"1342",0,2
"1343",0,2
"1344",0,2
"1345",0,0
"1346",0,0
"1347",0,0
"1348",0,0
"1349",0,0
"1350",0,0
"1351",0,0
"1352",0,0
"1353",0,0
"1354",0,0
"1355",0,0
"1356",0,0
"1357",0,0
"1358",0,0
"1359",0,0
"1360",0,0
"1361",0,0
"1362",0,0
"1363",0,0
"1364",0,0
"1365",0,0
"1366",0,0
"1367",0,0
"1368",0,0
"1369",0,0
"1370",0,0
"1371",0,0
"1372",0,0
"1373",0,0
"1374",0,0
"1375",0,0
"1376",0,0
"1377",0,0
"1378",0,0
"1379",0,0
"1380",0,0
"1381",2,0
"1382",2,0
"1383",2,0
"1384",2,0
"1385",2,0
"1386",2,0
"1387",2,0
"1388",2,0
"1389",2,0
"1390",2,0
"1391",2,0
"1392",2,0
"1393",2,0
"1394",2,0
"1395",2,0
"1396",2,0
"1397",2,0
"1398",2,0
"1399",2,0
"1400",2,0
"1401",2,0
"1402",2,0
"1403",2,0
"1404",2,0
"1405",4,0
"1406",4,0
"1407",4,0
"1408",4,0
"1409",4,0
"1410",4,0
"1411",4,0
"1412",4,0
"1413",4,0
"1414",4,0
"1415",4,0
"1416",4,0
"1417",4,0
"1418",4,0
"1419",4,0
"1420",4,0
"1421",4,0
"1422",4,0
"1423",4,0
"1424",4,0
"1425",4,0
"1426",4,0
"1427",4,0
"1428",4,0
"1429",0,2
"1430",0,2
"1431",0,2
"1432",0,2
"1433",0,2
"1434",0,2
"1435",0,2
"1436",0,2
"1437",0,2
"1438",0,2
"1439",0,2
"1440",0,2
"1441",0,2
"1442",0,2
"1443",0,2
"1444",0,2
"1445",0,2
"1446",0,2
"1447",0,2
"1448",0,2
"1449",0,2
"1450",0,2
"1451",0,2
"1452",0,2
"1453",0,2
"1454",0,2
"1455",0,2
"1456",0,2
"1457",0,2
"1458",0,2
"1459",0,2
"1460",0,2
"1461",0,2
"1462",0,2
"1463",0,2
"1464",0,2
"1465",0,2
"1466",0,2
"1467",0,2
"1468",0,2
"1469",0,2
"1470",0,2
"1471",0,2
"1472",0,2
"1473",0,2
"1474",0,2
"1475",0,2
"1476",0,2
"1477",0,2
"1478",0,2
"1479",0,2
"1480",0,2
"1481",0,2
"1482",0,2
"1483",0,2
"1484",0,2
"1485",0,2
"1486",0,2
"1487",0,2
"1488",0,2
"1489",0,0
"1490",0,0
"1491",0,0
"1492",0,0
"1493",0,0
"1494",0,0
"1495",0,0
"1496",0,0
"1497",0,0
"1498",0,0
"1499",0,0
"1500",0,0
"1501",0,0
"1502",0,0
"1503",0,0
"1504",0,0
"1505",0,0
"1506",0,0
"1507",0,0
"1508",0,0
"1509",0,0
"1510",0,0
"1511",0,0
"1512",0,0
"1513",0,0
"1514",0,0
"1515",0,0
"1516",0,0
"1517",0,0
"1518",0,0
"1519",0,0
"1520",0,0
"1521",0,0
"1522",0,0
"1523",0,0
"1524",0,0
"1525",2,0
"1526",2,0
"1527",2,0
"1528",2,0
"1529",2,0
"1530",2,0
"1531",2,0
"1532",2,0
"1533",2,0
"1534",2,0
"1535",2,0
"1536",2,0
"1537",2,0
"1538",2,0
"1539",2,0
"1540",2,0
"1541",2,0
"1542",2,0
"1543",2,0
"1544",2,0
"1545",2,0
"1546",2,0
"1547",2,0
"1548",2,0
"1549",4,0
"1550",4,0
"1551",4,0
"1552",4,0
"1553",4,0
"1554",4,0
"1555",4,0
"1556",4,0
"1557",4,0
"1558",4,0
"1559",4,0
"1560",4,0
"1561",4,0
"1562",4,0
"1563",4,0
"1564",4,0
"1565",4,0
"1566",4,0
"1567",4,0
"1568",4,0
"1569",4,0
"1570",4,0
"1571",4,0
"1572",4,0
"1573",0,2
"1574",0,2
"1575",0,2
"1576",0,2
"1577",0,2
"1578",0,2
"1579",0,2
"1580",0,2
"1581",0,2
"1582",0,2
"1583",0,2
"1584",0,2
"1585",0,2
"1586",0,2
"1587",0,2
"1588",0,2
"1589",0,2
"1590",0,2
"1591",0,2
"1592",0,2
"1593",0,2
"1594",0,2
"1595",0,2
"1596",0,2
"1597",0,2
"1598",0,2
"1599",0,2
"1600",0,2
"1601",0,2
"1602",0,2
"1603",0,2
"1604",0,2
"1605",0,2
"1606",0,2
"1607",0,2
"1608",0,2
"1609",0,2
"1610",0,2
"1611",0,2
"1612",0,2
"1613",0,2
"1614",0,2
"1615",0,2
"1616",0,2
"1617",0,2
"1618",0,2
"1619",0,2
"1620",0,2
"1621",0,2
"1622",0,2
"1623",0,2
"1624",0,2
"1625",0,2
"1626",0,2
"1627",0,2
"1628",0,2
"1629",0,2
"1630",0,2
"1631",0,2
"1632",0,2
"1633",0,0
"1634",0,0
"1635",0,0
"1636",0,0
"1637",0,0
"1638",0,0
"1639",0,0
"1640",0,0
"1641",0,0
"1642",0,0
"1643",0,0
"1644",0,0
"1645",0,0
"1646",0,0
"1647",0,0
"1648",0,0
"1649",0,0
"1650",0,0
"1651",0,0
"1652",0,0
"1653",0,0
"1654",0,0
"1655",0,0
"1656",0,0
"1657",0,0
"1658",0,0
"1659",0,0
"1660",0,0
"1661",0,0
"1662",0,0
"1663",0,0
"1664",0,0
"1665",0,0
"1666",0,0
"1667",0,0
"1668",0,0
"1669",2,0
"1670",2,0
"1671",2,0
"1672",2,0
"1673",2,0
"1674",2,0
"1675",2,0
"1676",2,0
"1677",2,0
"1678",2,0
"1679",2,0
"1680",2,0
"1681",2,0
"1682",2,0
"1683",2,0
"1684",2,0
"1685",2,0
"1686",2,0
"1687",2,0
"1688",2,0
"1689",2,0
"1690",2,0
"1691",2,0
"1692",2,0
"1693",4,0
"1694",4,0
"1695",4,0
"1696",4,0
"1697",4,0
"1698",4,0
"1699",4,0
"1700",4,0
"1701",4,0
"1702",4,0
"1703",4,0
"1704",4,0
"1705",4,0
"1706",4,0
"1707",4,0
"1708",4,0
"1709",4,0
"1710",4,0
"1711",4,0
"1712",4,0
"1713",4,0
"1714",4,0
"1715",4,0
"1716",4,0
"1717",0,2
"1718",0,2
"1719",0,2
"1720",0,2
"1721",0,2
"1722",0,2
"1723",0,2
"1724",0,2
"1725",0,2
"1726",0,2
"1727",0,2
"1728",0,2
"1729",0,2
"1730",0,2
"1731",0,2
"1732",0,2
"1733",0,2
"1734",0,2
"1735",0,2
"1736",0,2
"1737",0,2
"1738",0,2
"1739",0,2
"1740",0,2
"1741",0,2
"1742",0,2
"1743",0,2
"1744",0,2
"1745",0,2
"1746",0,2
"1747",0,2
"1748",0,2
"1749",0,2
"1750",0,2
"1751",0,2
"1752",0,2
"1753",0,2
"1754",0,2
"1755",0,2
"1756",0,2
"1757",0,2
"1758",0,2
"1759",0,2
"1760",0,2
"1761",0,2
"1762",0,2
"1763",0,2
"1764",0,2
"1765",0,2
"1766",0,2
"1767",0,2
"1768",0,2
"1769",0,2
"1770",0,2
"1771",0,2
"1772",0,2
"1773",0,2
"1774",0,2
"1775",0,2
"1776",0,2
"1777",0,0
"1778",0,0
"1779",0,0
"1780",0,0
"1781",0,0
"1782",0,0
"1783",0,0
"1784",0,0
"1785",0,0
"1786",0,0
"1787",0,0
"1788",0,0
"1789",0,0
"1790",0,0
"1791",0,0
"1792",0,0
"1793",0,0
"1794",0,0
"1795",0,0
"1796",0,0
"1797",0,0
"1798",0,0
"1799",0,0
"1800",0,0
"1801",0,0
"1802",0,0
"1803",0,0
"1804",0,0
"1805",0,0
"1806",0,0
"1807",0,0
"1808",0,0
"1809",0,0
"1810",0,0
"1811",0,0
"1812",0,0
"1813",2,0
"1814",2,0
"1815",2,0
"1816",2,0
"1817",2,0
"1818",2,0
"1819",2,0
"1820",2,0
"1821",2,0
"1822",2,0
"1823",2,0
"1824",2,0
"1825",2,0
"1826",2,0
"1827",2,0
"1828",2,0
"1829",2,0
"1830",2,0
"1831",2,0
"1832",2,0
"1833",2,0
"1834",2,0
"1835",2,0
"1836",2,0
"1837",4,0
"1838",4,0
"1839",4,0
"1840",4,0
"1841",4,0
"1842",4,0
"1843",4,0
"1844",4,0
"1845",4,0
"1846",4,0
"1847",4,0
"1848",4,0
"1849",4,0
"1850",4,0
"1851",4,0
"1852",4,0
"1853",4,0
"1854",4,0
"1855",4,0
"1856",4,0
"1857",4,0
"1858",4,0
"1859",4,0
"1860",4,0
"1861",0,2
"1862",0,2
"1863",0,2
"1864",0,2
"1865",0,2
"1866",0,2
"1867",0,2
"1868",0,2
"1869",0,2
"1870",0,2
"1871",0,2
"1872",0,2
