"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","sim"
"year10",403.4,86,27.6,7.9,-142.9,38.7,59.2,52.8,-96.7,6.1,1.4,-415.4,0.2,-17.1,1.4,39.7083333333333,"SE","Dorm. 2","Curitiba","Hyp.","C10","Base"
"year11",793.9,237.2,88.5,122.4,-168.2,0,133.7,81.1,-139.7,43.6,0.3,-1138,0.5,-22.2,0.3,70.45,"SE","Living","Curitiba","Hyp.","C10","Base"
"year12",406.3,80.3,22.2,-42.3,-190.9,32.2,85.7,30.6,-94.6,6.8,9,-369.2,0.2,-17.6,9,35.25,"SW","Dorm. 1","Curitiba","Hyp.","C10","Base"
"year13",403.4,86,27.6,8,-142.9,52.7,59.2,39,-96.7,6.1,1.4,-415.8,0.2,-17.1,1.4,39.7333333333333,"SW","Dorm. 2","Curitiba","Hyp.","C10","Base"
"year14",793.9,237.8,89,123.8,-168.1,81.4,133.6,0,-139.8,43.8,0.3,-1140.6,0.5,-22.2,0.3,70.595,"SW","Living","Curitiba","Hyp.","C10","Base"
"year15",393.7,129.1,45.8,-30.3,40,85.9,-73,-83.2,-67.9,9.7,13.1,-464.4,0.5,-17.5,13.1,57.9666666666667,"W","Dorm. N","Curitiba","Hyp.","C10","Base"
"year16",399.8,62.4,3.1,-92.3,-139.6,31.7,59.8,-44.2,-71,10.7,28.1,-325.6,0.1,-15.6,28.1,41.1333333333333,"W","Dorm. S","Curitiba","Hyp.","C10","Base"
"year17",766.6,403.9,177.7,407,59.7,177.9,110.2,59.2,-80.4,81.2,0.3,-1757.8,1.2,-16.7,0.3,138.006666666667,"W","Living","Curitiba","Hyp.","C10","Base"
"year18",382.7,332.2,157.3,715,149.7,194.5,154.6,216.1,-1.3,35.9,0,-1577.4,1.1,-5.2,0,188.333333333333,"E","Dorm. N","Rio de Janeiro","Hyp.","C10","Base"
"year19",383.4,224.8,101.2,561.1,61.8,210.5,150.6,138.2,-8.9,32.8,0,-1274.3,0.9,-13.4,0,155.733333333333,"E","Dorm. S","Rio de Janeiro","Hyp.","C10","Base"
"year20",761.1,658.6,338.4,1181.7,181.8,409.5,241.4,349.1,26.4,159.6,0,-3159.4,1.9,-6.3,0,237.7,"E","Living","Rio de Janeiro","Hyp.","C10","Base"
"year21",392.6,455.4,231.4,891.4,264.3,247.3,228.9,150.9,6,39.1,0,-1975.5,1.5,-5.3,0,174.9,"NE","Dorm. 1","Rio de Janeiro","Hyp.","C10","Base"
"year22",392.7,443.2,227.8,903.3,199.8,222.2,160.3,321,8.5,38.1,0,-1976.8,1.7,-5,0,175.058333333333,"NE","Dorm. 2","Rio de Janeiro","Hyp.","C10","Base"
"year23",785.9,595.4,338.8,1401.8,332.5,0,434.5,325.4,51.6,161.9,0,-3376.5,1.8,-8.4,0,187.68,"NE","Living","Rio de Janeiro","Hyp.","C10","Base"
"year24",392.6,462.5,235.4,920.7,266.3,180.2,229.3,244.9,5.8,44.4,0,-2024.4,1.5,-5.3,0,178.916666666667,"NW","Dorm. 1","Rio de Janeiro","Hyp.","C10","Base"
"year25",392.6,453.1,233.4,938.2,200.9,316.4,159.6,261.4,7.7,42.8,0,-2033.5,1.7,-5.1,0,179.725,"NW","Dorm. 2","Rio de Janeiro","Hyp.","C10","Base"
"year26",785.5,1007.5,516.2,1490.6,360.7,351.1,448.2,0,48.6,182.1,0,-4052.4,1.8,-10.2,0,221.95,"NW","Living","Rio de Janeiro","Hyp.","C10","Base"
"year27",393.3,286.3,151.2,674.7,107.4,180.4,262.6,124.2,-1.8,29.2,0,-1519.1,1.8,-9.6,0,138.566666666667,"SE","Dorm. 1","Rio de Janeiro","Hyp.","C10","Base"
"year28",393.3,274.7,146.8,652.5,73.2,176.1,196.3,206.9,-0.5,29.1,0,-1484.4,2.3,-8.7,0,135.725,"SE","Dorm. 2","Rio de Janeiro","Hyp.","C10","Base"
"year29",786.7,561.4,299.4,936.6,202.7,0,310.3,204.5,15.3,115.2,0,-2744.2,15.5,-8.1,0,160.98,"SE","Living","Rio de Janeiro","Hyp.","C10","Base"
"year30",393.3,285.1,150.7,674.2,108.5,124.4,263.1,178.2,-1.3,29.3,0,-1517.9,1.9,-9.5,0,138.475,"SW","Dorm. 1","Rio de Janeiro","Hyp.","C10","Base"
"year31",393.3,274.7,146.8,652.5,73.2,206.8,196.3,176.1,-0.5,29.1,0,-1484.3,2.3,-8.7,0,135.725,"SW","Dorm. 2","Rio de Janeiro","Hyp.","C10","Base"
"year32",786.7,561.2,299.4,935.8,203,204.9,310.4,0,15.4,114.9,0,-2742.5,15.5,-8.1,0,160.89,"SW","Living","Rio de Janeiro","Hyp.","C10","Base"
"year33",382.6,344.7,167.9,764.6,154.4,234.5,166.3,209.4,2.2,37.5,0,-1654.3,1.3,-4.8,0,196.7,"W","Dorm. N","Rio de Janeiro","Hyp.","C10","Base"
"year34",383.3,236.9,110,606.4,72.5,150.5,156.4,226.9,-6.2,34.1,0,-1344.4,1.2,-13.3,0,163.388888888889,"W","Dorm. S","Rio de Janeiro","Hyp.","C10","Base"
"year35",761.6,735.3,370.1,1343.2,194.6,386.2,252,510.4,44.6,179.8,0,-3484,0.8,-4.2,0,258.633333333333,"W","Living","Rio de Janeiro","Hyp.","C10","Base"
"year36",387.7,189.3,82.2,204.1,73.1,-2.7,8.4,125.3,-42.6,17.6,1.9,-812.6,0.5,-10.5,1.9,99.2777777777778,"E","Dorm. N","São Paulo","Hyp.","C10","Base"
"year37",392,115.1,40.5,122,-61,24.6,86.4,71.9,-45.8,17.6,3.4,-620.2,0.1,-21,3.4,76.9777777777778,"E","Dorm. S","São Paulo","Hyp.","C10","Base"
"year38",762.9,440.6,213.2,608.7,99.5,131.3,150.9,227,-47,100.1,0,-2081.4,0.6,-16.1,0,160.973333333333,"E","Living","São Paulo","Hyp.","C10","Base"
"year39",395.1,280.3,133.3,355.4,128.7,128.5,19.3,78.8,-55,21.5,0,-1104.1,1.1,-11.1,0,99.825,"NE","Dorm. 1","São Paulo","Hyp.","C10","Base"
"year40",394.2,286,139.2,427.3,98.1,117.8,12.1,199.4,-53.6,21.1,0,-1188,1.2,-10.6,0,107.258333333333,"NE","Dorm. 2","São Paulo","Hyp.","C10","Base"
"year41",787.2,373.6,204.6,814.5,209.7,0,165.6,233.3,-49.3,111.3,0,-2271,5.4,-12.3,0,130.405,"NE","Living","São Paulo","Hyp.","C10","Base"
"year42",394.9,286.5,137.1,380.7,129.4,105,18.7,127.5,-55.4,26.5,0,-1146.5,1.1,-11.2,0,103.358333333333,"NW","Dorm. 1","São Paulo","Hyp.","C10","Base"
"year43",394.1,294.3,144.1,456.8,98.5,194.4,11.1,152.9,-54.3,25.3,0,-1236.6,1.2,-10.8,0,111.241666666667,"NW","Dorm. 2","São Paulo","Hyp.","C10","Base"
"year44",786.8,726.2,358.5,871.6,227.8,251.6,171.3,0,-53.7,127.4,0,-2830.8,5.3,-14.2,0,158.995,"NW","Living","São Paulo","Hyp.","C10","Base"
"year45",398.4,156.3,71.2,222.5,-74,82.9,147.5,66.2,-58.2,15,0.1,-779.2,0.2,-22.4,0.1,71.9333333333333,"SE","Dorm. 1","São Paulo","Hyp.","C10","Base"
"year46",396.4,157.5,73.9,253.3,-57.5,90.4,108.1,112.3,-58.9,14.8,0,-810.4,0.3,-22.1,0,74.9416666666667,"SE","Dorm. 2","São Paulo","Hyp.","C10","Base"
"year47",788.3,366.8,178.9,453,-15.7,0,201.2,132.9,-77.4,73.1,0,-1771.9,2,-27.2,0,105.035,"SE","Living","São Paulo","Hyp.","C10","Base"
"year48",398.3,155.6,71,222.9,-73.5,66.2,147.6,82.6,-58,15.1,0.1,-779,0.2,-22.4,0.1,71.9416666666667,"SW","Dorm. 1","São Paulo","Hyp.","C10","Base"
"year49",396.4,157.5,73.9,253.3,-57.5,112.2,108.2,90.4,-58.8,14.8,0,-810.4,0.3,-22.1,0,74.9416666666667,"SW","Dorm. 2","São Paulo","Hyp.","C10","Base"
"year50",788.3,366.7,178.9,452.7,-15.5,133.2,201.2,0,-77.4,73,0,-1771.3,2,-27.2,0,105.01,"SW","Living","São Paulo","Hyp.","C10","Base"
"year51",387.2,200.8,88.3,245.2,77.7,138.5,16,13.1,-40.5,18.9,1.7,-873.6,0.8,-9.7,1.7,106.077777777778,"W","Dorm. N","São Paulo","Hyp.","C10","Base"
"year52",391,123.5,44.5,158.7,-54.4,78.3,91,43.8,-44.5,18.6,2.8,-668.2,0.1,-22,2.8,82.3888888888889,"W","Dorm. S","São Paulo","Hyp.","C10","Base"
"year53",763.1,497.2,238.6,724.3,109,251.4,158.9,205,-34,114.7,0,-2327.8,2.6,-6.1,0,177.66,"W","Living","São Paulo","Hyp.","C10","Base"
"year54",394.7,124.9,35.5,-85,24.7,-133.2,-74.4,97.9,-68,6.7,13.8,-394.3,0.3,-16.3,13.8,49.9444444444444,"E","Dorm. N","Curitiba","Hyp.","C10","Simp."
"year55",402.6,43,5.3,-155.7,-134,-94,48.7,23.6,-68.4,8.3,35.7,-260.7,0.1,-12.2,35.8,33.4333333333333,"E","Dorm. S","Curitiba","Hyp.","C10","Simp."
"year56",768.2,300.3,126.8,257.5,40.9,-57.8,98.7,175.7,-93.1,39.2,0.3,-1380.5,0.4,-24.2,0.3,111.66,"E","Living","Curitiba","Hyp.","C10","Simp."
"year57",398.1,232.7,90.7,137.5,122.5,54.2,-115.8,76.6,-98.6,18.3,0.1,-752.6,0.1,-16.5,0.1,68.8583333333333,"NE","Dorm. 1","Curitiba","Hyp.","C10","Simp."
"year58",395.6,259.1,112,290.8,113.7,109.8,-89,156.1,-100.6,18.6,0,-947.2,0.1,-16.2,0,85.9166666666667,"NE","Dorm. 2","Curitiba","Hyp.","C10","Simp."
"year59",787.5,661.3,291.7,672.7,274.7,0,-7.8,218.9,-126.8,78.1,0,-2358.1,0.6,-20.8,0,133.475,"NE","Living","Curitiba","Hyp.","C10","Simp."
"year60",398,236.4,93,151.7,125.5,77.3,-115.6,64.5,-98.7,19.6,0.1,-773.5,0.1,-16.5,0.1,70.675,"NW","Dorm. 1","Curitiba","Hyp.","C10","Simp."
"year61",395.6,259,112,290.3,113.7,157.2,-88.9,108.4,-100.6,18.4,0,-946.5,0.1,-16.2,0,85.8583333333333,"NW","Dorm. 2","Curitiba","Hyp.","C10","Simp."
"year62",787.5,661.5,291.9,672.9,274.9,218.9,-8,0,-126.9,77.8,0,-2358.4,0.6,-20.8,0,133.47,"NW","Living","Curitiba","Hyp.","C10","Simp."
"year63",408.9,70.1,24.3,-75.5,-174.9,26.2,41.1,32,-90.1,6.4,18.8,-351.2,0.2,-11.8,18.9,33.3333333333333,"SE","Dorm. 1","Curitiba","Hyp.","C10","Simp."
"year64",404.7,80.7,34.1,-6.8,-134.2,35.4,39.6,52.4,-93.9,5.5,3.4,-412.3,0.3,-11.9,3.4,39.2,"SE","Dorm. 2","Curitiba","Hyp.","C10","Simp."
"year65",795.5,222.6,101.5,108.9,-146.5,0,106.4,84.1,-132.5,26.9,0.6,-1109.9,0.7,-15.3,0.7,69.03,"SE","Living","Curitiba","Hyp.","C10","Simp."
"year66",408.3,72.1,25.9,-65.3,-176.8,31.6,43,36.9,-90.8,6.4,18.1,-362.4,0.2,-12,18.1,34.3666666666667,"SW","Dorm. 1","Curitiba","Hyp.","C10","Simp."
"year67",404.7,80.8,34.1,-6.6,-134.3,52.3,39.6,35.8,-93.9,5.6,3.4,-412.7,0.3,-11.9,3.4,39.2333333333333,"SW","Dorm. 2","Curitiba","Hyp.","C10","Simp."
"year68",795.4,223.2,102,110.6,-147,84.2,106.9,0,-132.7,27.1,0.6,-1112.8,0.7,-15.3,0.7,69.19,"SW","Living","Curitiba","Hyp.","C10","Simp."
"year69",393.1,143.6,44.9,-10.9,43.9,103.6,-74.2,-84.1,-68.8,10.5,12.5,-494,0.4,-18.3,12.6,61.4555555555556,"W","Dorm. N","Curitiba","Hyp.","C10","Simp."
"year70",399.9,56.7,11.6,-89.4,-136.7,23.8,65,-41.5,-70.6,11.5,30.6,-334.7,0.1,-16.5,30.7,42.1666666666667,"W","Dorm. S","Curitiba","Hyp.","C10","Simp."
"year71",766.9,447.8,179,490,62.2,245.5,116.9,65.4,-80.5,54.7,0.5,-1852.2,0.8,-15,0.5,144.286666666667,"W","Living","Curitiba","Hyp.","C10","Simp."
"year72",382.7,341.6,159.5,740.5,154.4,196.2,154.8,235,-1.8,36.9,0,-1616,1.2,-5.6,0,192.666666666667,"E","Dorm. N","Rio de Janeiro","Hyp.","C10","Simp."
"year73",383.4,213.4,111.1,564.4,64.4,213.7,155.5,130.7,-8.6,33.6,0,-1277,0.9,-14.8,0,156.088888888889,"E","Dorm. S","Rio de Janeiro","Hyp.","C10","Simp."
"year74",760.9,690.1,352.4,1331.1,185.8,419.5,249,476.7,27.4,112.9,0,-3287.4,1.5,-4.7,0,246.14,"E","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year75",392.3,502.3,247,1015.5,342.8,255.5,226.2,191,3,46.8,0,-2176.1,0.9,-4.1,0,191.091666666667,"NE","Dorm. 1","Rio de Janeiro","Hyp.","C10","Simp."
"year76",392.4,488.2,245.1,1032.9,252.8,277.8,157.8,344.5,5.3,45.6,0,-2181.5,1.1,-3.8,0,191.616666666667,"NE","Dorm. 2","Rio de Janeiro","Hyp.","C10","Simp."
"year77",785.2,1078.9,528.8,1694.4,508.3,0,452.2,369.3,46.8,137.2,0,-4285.4,3.5,-5.2,0,232.605,"NE","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year78",392.4,500.2,246,1010.3,341.1,191.2,227.4,250.7,3.5,47,0,-2169,0.9,-4.1,0,190.491666666667,"NW","Dorm. 1","Rio de Janeiro","Hyp.","C10","Simp."
"year79",392.4,488,244.9,1032.4,252.7,344.7,157.7,277.3,5.3,45.4,0,-2180.5,1.1,-3.8,0,191.533333333333,"NW","Dorm. 2","Rio de Janeiro","Hyp.","C10","Simp."
"year80",785.2,1078.1,528.4,1691.7,507.9,369.8,452.1,0,46.8,136.4,0,-4280,3.5,-5.2,0,232.34,"NW","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year81",393.3,259.3,147.7,611.8,113,180,204.3,114.5,-0.2,26.9,0,-1426.9,1,-1.7,0,127.983333333333,"SE","Dorm. 1","Rio de Janeiro","Hyp.","C10","Simp."
"year82",393.4,243.6,139.3,574.8,78.1,160.9,143.7,192.1,1.5,26.5,0,-1369.2,1.3,-1.5,0,123.316666666667,"SE","Dorm. 2","Rio de Janeiro","Hyp.","C10","Simp."
"year83",786.8,512.8,294.3,903.5,219.4,0,285.5,197,22.4,72.4,0,-2586.4,3.6,-2.4,0,146.58,"SE","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year84",393.3,257,146.4,608.3,113.9,114.4,202.5,177.4,0.2,26.9,0,-1420.5,1,-1.6,0,127.441666666667,"SW","Dorm. 1","Rio de Janeiro","Hyp.","C10","Simp."
"year85",393.4,243.6,139.3,574.6,78.1,192,143.6,160.8,1.5,26.4,0,-1368.9,1.3,-1.5,0,123.291666666667,"SW","Dorm. 2","Rio de Janeiro","Hyp.","C10","Simp."
"year86",786.8,512.2,293.9,901.7,219.4,197.3,285.1,0,22.4,71.9,0,-2582.8,3.6,-2.4,0,146.4,"SW","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year87",382.6,351,168.7,783,157.4,248.1,166.6,210.9,1.7,38.2,0,-1681.5,1.5,-5.3,0,199.866666666667,"W","Dorm. N","Rio de Janeiro","Hyp.","C10","Simp."
"year88",383.3,223.2,118.8,607.1,75,142.4,159.7,230,-5.9,34.6,0,-1340.7,1.4,-15.3,0,163.344444444444,"W","Dorm. S","Rio de Janeiro","Hyp.","C10","Simp."
"year89",761.5,769.6,366.9,1468.1,198.1,491.8,258.1,520.1,45.6,123,0,-3562.5,0.7,-3.2,0,264.246666666667,"W","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year90",387.4,203.1,83.7,228.5,76.8,-2,8.1,145.7,-43.3,18.4,2.1,-851,0.6,-11.4,2.1,103.7,"E","Dorm. N","São Paulo","Hyp.","C10","Simp."
"year91",392.2,109.3,49.5,127.8,-57.8,27.9,91.1,66.6,-45.4,18.3,4.2,-632.3,0.1,-21.2,4.2,78.2888888888889,"E","Dorm. S","São Paulo","Hyp.","C10","Simp."
"year92",763,468.4,228,710.1,103.1,140.7,158.7,307.7,-46.2,70.4,0,-2189.3,0.5,-12,0,168.286666666667,"E","Living","São Paulo","Hyp.","C10","Simp."
"year93",394.6,332.2,151.8,478.8,207.9,135.7,15.5,119.7,-58,29.3,0.1,-1303.5,0.1,-10,0.1,116.166666666667,"NE","Dorm. 1","São Paulo","Hyp.","C10","Simp."
"year94",393.7,344.1,164.7,582.8,168.5,175.6,8.2,230.4,-57.2,29.1,0,-1431.8,0.2,-9.6,0,127.258333333333,"NE","Dorm. 2","São Paulo","Hyp.","C10","Simp."
"year95",786.5,816.3,386.6,1074.6,366.6,0,172.5,277.7,-57.4,101.8,0,-3109.3,1.3,-12.7,0,171.665,"NE","Living","São Paulo","Hyp.","C10","Simp."
"year96",394.6,331.4,151.4,476.9,207.2,119.9,16.4,133.4,-57.7,29.8,0.1,-1301.5,0.1,-10,0.1,116.008333333333,"NW","Dorm. 1","São Paulo","Hyp.","C10","Simp."
"year97",393.7,344,164.6,582.3,168.4,230.8,8.2,174.9,-57.2,28.9,0,-1431,0.2,-9.6,0,127.191666666667,"NW","Dorm. 2","São Paulo","Hyp.","C10","Simp."
"year98",786.5,815.8,386.4,1072.8,366.3,278,172.5,0,-57.4,101.2,0,-3105.7,1.3,-12.7,0,171.485,"NW","Living","São Paulo","Hyp.","C10","Simp."
"year99",399.8,143.8,74.4,191.9,-64.2,86.7,105.6,63.8,-55.8,14.4,0.9,-758.5,0.3,-6.7,0.9,69.2,"SE","Dorm. 1","São Paulo","Hyp.","C10","Simp."
"year100",397.1,145.6,77.1,222.4,-52.1,84.5,81.4,108.5,-57.3,13.8,0,-786.3,0.3,-6.7,0,71.975,"SE","Dorm. 2","São Paulo","Hyp.","C10","Simp."
"year101",788.5,344,186.7,439.5,1.1,0,182.1,133.2,-71.9,46.5,0,-1723.5,1.4,-8.7,0,101.62,"SE","Living","São Paulo","Hyp.","C10","Simp."
"year102",399.7,142.5,73.8,190.4,-63.9,63.6,104.6,86.1,-55.6,14.3,0.9,-755.2,0.3,-6.7,0.9,68.9333333333333,"SW","Dorm. 1","São Paulo","Hyp.","C10","Simp."
"year103",397.1,145.6,77.1,222.3,-52.1,108.4,81.4,84.5,-57.3,13.8,0,-786.1,0.3,-6.7,0,71.9666666666667,"SW","Dorm. 2","São Paulo","Hyp.","C10","Simp."
"year104",788.5,343.7,186.6,438.6,1.1,133.4,181.9,0,-71.9,46.3,0,-1721.9,1.4,-8.7,0,101.54,"SW","Living","São Paulo","Hyp.","C10","Simp."
"year105",387,212.2,89.4,265.2,80.8,154.4,16.1,13.9,-41,19.7,1.9,-904.8,0.8,-10.3,1.9,109.688888888889,"W","Dorm. N","São Paulo","Hyp.","C10","Simp."
"year106",391.3,116.4,53.5,165.2,-50.9,73,95.3,47.7,-43.9,19.3,3.6,-675.4,0.1,-25.8,3.6,83.2777777777778,"W","Dorm. S","São Paulo","Hyp.","C10","Simp."
"year107",763.3,529,242,814.5,112.3,322.4,165.6,214.2,-33.2,78.3,0,-2402.6,1.7,-5.5,0.1,182.52,"W","Living","São Paulo","Hyp.","C10","Simp."
